Coin name,Market,Currency,Price,Open 24H,Range 24H
BTC,MonetaGo,RUB,15549.99,15549.99,0
BTC,Exmo,RUB,191701.501,191604.921,9950
BTC,BTCE,RUB,154032.522,154032.522,0
BTC,LocalBitcoins,RUB,207888.02,191650.99,694369.310
BTC,LocalBitcoins,BRL,11523.37,15624.02,5571.02000
BTC,BitSquare,BRL,9930.31,9930.31,0
BTC,MercadoBitcoin,BRL,10965.9999,10729.9678,429.000050
BTC,Luno,MYR,14890,14060,1591
BTC,LocalBitcoins,MYR,14837.15,13929.18,4171.35000
BTC,MonetaGo,INR,29086.99,29086.99,0
BTC,Unocoin,INR,222908,210786,31642
BTC,Quoine,INR,192749.799,192749.799,0
BTC,LocalBitcoins,INR,230961.47,225999.99,71323.5899
BTC,itBit,SGD,4691,4565.82,125.180000
BTC,Luno,SGD,1660,1660,0
BTC,LakeBTC,SGD,4794.34,4711.29,201.130000
BTC,LocalBitcoins,SGD,4907.69,4661.35,825.619999
BTC,Quoine,SGD,4722.42833,4571.57844,219.613709
BTC,MonetaGo,SGD,641.89,641.89,0
BTC,Luno,NGN,1223995,1168789,80490
BTC,LocalBitcoins,NGN,1206335.67,1161444.91,278009.450
BTC,Yobit,RUR,203713,195375.249,9347.75
BTC,LiveCoin,RUR,196090.05,180000.76,20477.9599
BTC,LakeBTC,HKD,20852.54,20852.54,0
BTC,Quoine,HKD,22045.9853,22045.9853,0
BTC,Gatecoin,HKD,26720,25593.92,1730.29999
BTC,BitSquare,HKD,16218.342,16218.342,0
BTC,MonetaGo,HKD,3454.72,3454.72,0
BTC,LocalBitcoins,HKD,26473.77,24887.08,3485.97999
BTC,Bit2C,ILS,11800.1,11500,500
BTC,BitSquare,ILS,9692.2794,9692.2794,0
BTC,LocalBitcoins,ILS,12000.14,12000.14,0
BTC,MonetaGo,ILS,929.6,929.6,0
BTC,LocalBitcoins,UAH,88388.82,81805.34,16585.9600
BTC,Exmo,UAH,84048.71,79215.8762,10595.3330
BTC,BitSquare,NZD,3420.4992,3420.4992,0
BTC,MonetaGo,NZD,369.23,369.23,0
BTC,LocalBitcoins,NZD,4428.85,4853,2694.48999
BTC,LocalBitcoins,IDR,42344352.7,36635270.2,15364414.7
BTC,Quoine,IDR,41899484.6,44498061.9,4777462.64
BTC,Luno,IDR,45756000,43206000,3000000
BTC,MonetaGo,THB,8625.97,8625.97,0
BTC,LocalBitcoins,THB,119999,112299.3,26033.8399
BTC,Vaultoro,GOLD,86.1993912,83.5163733,17.1925607
BTC,BitSquare,NOK,15494.1162,15494.1162,0
BTC,LocalBitcoins,NOK,29621.59,24952.38,5072.59999
BTC,Liqui,USDT,2759.02529,2759.02529,0
BTC,Cryptopia,USDT,3450,3330,243.800000
BTC,LocalBitcoins,PKR,331474.95,318695.54,82860.7800
BTC,LocalBitcoins,VEF,37690010.6,47490010.4,20350293.7
BTC,LocalBitcoins,SEK,27486.19,28199.99,15799.9600
BTC,MonetaGo,SEK,2300,2300,0
BTC,BitSquare,SEK,22800,22800,0
BTC,LocalBitcoins,COP,8813360.35,9350001.89,1397356.31
BTC,LocalBitcoins,AED,13559.24,12367.46,2506.93000
BTC,MonetaGo,AED,869.85,869.85,0
BTC,MonetaGo,RON,1884.69,1884.69,0
BTC,LocalBitcoins,RON,14378.08,13472.94,3773.39000
BTC,Cryptopia,NZDT,4767.68712,4444,464.306440
BTC,LocalBitcoins,PEN,11737.72,11314.67,2048.15999
BTC,LocalBitcoins,CLP,2311214.24,2473113.14,393962.420
BTC,LocalBitcoins,KES,346691.37,352834.62,66964.4400
BTC,Quoine,PHP,167938.080,162293.095,6593.37203
BTC,LocalBitcoins,PHP,169711.05,182912.08,26212.2799
BTC,LocalBitcoins,PAB,3270,3130,416.059999
BTC,LocalBitcoins,SAR,14624.78,13737.7,1876.84000
BTC,LocalBitcoins,ARS,64315.67,59790.8,14771.2199
BTC,MonetaGo,TRY,716.35,716.35,0
BTC,LocalBitcoins,TRY,12836.5,11596.76,2414.85000
BTC,LocalBitcoins,MAD,34177.05,33856.12,7154.09000
BTC,BitSquare,CHF,2550,2550,0
BTC,MonetaGo,CHF,443.4,443.4,0
BTC,LakeBTC,CHF,3430,3243.83,212.079999
BTC,LocalBitcoins,CHF,3585.67,3355.7,2853.61000
BTC,LocalBitcoins,TWD,109511.07,99850.97,9660.10000
BTC,LocalBitcoins,RSD,385206.2,302397.79,82808.4100
BTC,LocalBitcoins,VND,78264579.3,67968680.7,16473677.8
BTC,LocalBitcoins,DOP,165401.76,155585.94,29061.1499
BTC,MonetaGo,CZK,6604.57,6604.57,0
BTC,LocalBitcoins,CZK,76903.79,68955.34,10317.2600
BTC,CCEDK,BITCNY,2291.59272,2291.59272,0
BTC,BitTrex,BITCNY,23865.9999,21200.0000,2665.99999
ETH,Coinone,KRW,318500,302000,21550
ETH,Bithumb,KRW,417500,423900,8850
ETH,Korbit,KRW,318500,302200,21850
ETH,BTCE,USD,205.50099,205.50099,0
ETH,OKCoin,USD,294.76,281.86,18.5899999
ETH,Kraken,USD,279.17776,270.34493,14.2699700
ETH,Cexio,USD,282.959997,275.659999,13.8098939
ETH,Exmo,USD,268,265.99,12.3289998
ETH,Coinbase,USD,278.93,268.63,13.6600000
ETH,WavesDEX,USD,268.65,253,38.6499999
ETH,BitTrex,USD,278.19,269.100000,14.5723500
ETH,Poloniex,USD,278.9812,270.899999,13.6270000
ETH,Gemini,USD,278.78,269.1,14.3199999
ETH,Bitfinex,USD,278.99,271.24,15.1700000
ETH,Cryptsy,USD,1.85,1.85,0
ETH,HitBTC,USD,278.01,268.7,15.3599999
ETH,Tidex,WUSD,266.316089,265.25,11.2004970
ETH,LiveCoin,USD,281.8,251.50012,34.9999099
ETH,BitBay,USD,274,253,21
ETH,Yobit,USD,278.309495,267.5,14.2945020
ETH,CCEX,USD,287,258,29
ETH,Gatecoin,USD,284.317,265,19.3170000
ETH,Quoine,USD,270,286.632,21.6320000
ETH,BitTrex,BTC,0.08132,0.08023,0.00337981
ETH,Yobit,BTC,0.08111742,0.08051969,0.00336161
ETH,Cryptsy,BTC,0.003603,0.003603,0
ETH,Quoine,BTC,0.08641,0.07693,0.00950000
ETH,TheRockTrading,BTC,0.0823,0.0805,0.00358999
ETH,Yunbi,BTC,0.019,0.019,0
ETH,Liqui,BTC,0.080984,0.08054477,0.00584039
ETH,Bitfinex,BTC,0.081422,0.080747,0.00346699
ETH,Exmo,BTC,0.0808726,0.08052,0.00340213
ETH,TuxExchange,BTC,0.078999,0.08,0.00200000
ETH,HitBTC,BTC,0.08154,0.08042,0.00354600
ETH,Gatecoin,BTC,0.081479,0.080567,0.00389399
ETH,BitBay,BTC,0.0811543,0.0804,0.01163945
ETH,Coinbase,BTC,0.08111,0.08066,0.00357000
ETH,CCEX,BTC,0.0814,0.08,0.00298067
ETH,Novaexchange,BTC,0.07900063,0.08149997,0.00539996
ETH,Bleutrade,BTC,0.08042262,0.08129494,0.00540614
ETH,Tidex,BTC,0.08083832,0.079545,0.00175511
ETH,Cryptopia,BTC,0.0809226,0.08003875,0.00793752
ETH,BTCE,BTC,0.08039,0.08039,0
ETH,LiveCoin,BTC,0.08117082,0.081795,0.00390279
ETH,QuadrigaCX,BTC,0.08129005,0.08025589,0.00265687
ETH,Gemini,BTC,0.08124,0.08057,0.00345000
ETH,Kraken,BTC,0.081201,0.081,0.00356100
ETH,BitSquare,BTC,0.08375325,0.08375325,0
ETH,BTCMarkets,BTC,0.08298414,0.07558709,0.00739780
ETH,Cexio,BTC,0.08159999,0.0825,0.00407775
ETH,bitFlyer,BTC,0.08187,0.08053,0.00336000
ETH,WavesDEX,BTC,0.07999999,0.0808845,0.01588443
ETH,BTER,BTC,0.08207,0.081203,0.00635700
ETH,Poloniex,BTC,0.08140003,0.08046,0.00350372
ETH,Yunbi,CNY,1767,1767,0
ETH,BTC38,CNY,1910.8,1827.8,152
ETH,Jubi,CNY,1911,1812,147.009999
ETH,BTER,CNY,95,95,0
ETH,OKCoin,CNY,1902,1811,140.140000
ETH,ViaBTC,CNY,1897.86,1808.13,137.190000
ETH,Huobi,CNY,1892,1813.3,123.789999
ETH,CHBTC,CNY,1901.5,1807.78,139.860000
ETH,TheRockTrading,EUR,238.54,233.46,15.9700000
ETH,Coinbase,EUR,236.94,229.83,11.3199999
ETH,Gatecoin,EUR,237.3,229.16,13.9300000
ETH,HitBTC,EUR,180.0003,212.8814,48.7228000
ETH,Quoine,EUR,322.99007,322.99007,0
ETH,Exmo,EUR,232.763,220.362156,16.7221743
ETH,BTCE,EUR,179.23012,179.23012,0
ETH,Kraken,EUR,237.39999,228.2,12.1899999
ETH,WavesDEX,EUR,238.42,215.53,22.8899999
ETH,BitBay,EUR,233,210,23
ETH,Tidex,WEUR,229.060021,238.364358,17.8315548
ETH,QuadrigaCX,CAD,363.94,353.55,19.9600000
ETH,Kraken,CAD,357,343,22
ETH,Tidex,WAVES,53.6286,49.6148,5.71609999
ETH,WavesDEX,WAVES,45.2000000,45.11,11.9998999
ETH,Bitso,MXN,4900,4570,435
ETH,Quoine,AUD,0.01,0.01,0
ETH,BTCMarkets,AUD,361.5,340.02,25.3999999
ETH,BitBay,PLN,997,940,63.7999999
ETH,Kraken,GBP,220,207,35.8994899
ETH,Cryptopia,USDT,275,272,21.5612737
ETH,Liqui,USDT,277.622549,268.114616,15.3864262
ETH,EthexIndia,INR,18000,17049,1000
ETH,Exmo,RUB,15590,15498.98,700
ETH,BTCE,RUB,12350.0894,12350.0894,0
ETH,Cryptsy,LTC,0.45000006,0.45000006,0
ETH,BTCE,LTC,4.98,4.98,0
ETH,Exmo,LTC,6.03732901,5.94,0.45382999
ETH,Cryptopia,LTC,5.75499816,5.65879195,4.51000001
ETH,CCEX,LTC,4.8000001,4.8000001,0
ETH,LiveCoin,RUR,13521.0001,13521.0001,0
ETH,Yobit,RUR,16489,15700,937.998999
ETH,Gatecoin,HKD,2255.13,2119.5,275
ETH,Exmo,UAH,6821.97289,6404.61924,679.493724
ETH,Kraken,JPY,31354.929,30078.111,2761.54700
ETH,Quoine,JPY,31000,29000,2990
ETH,Cryptopia,NZDT,355.33,359.0012,31.0054497
ETH,Cryptopia,DOGE,131690.871,131500.000,16039.7448
ETH,CCEX,DOGE,81200,81200,0
ETH,Bleutrade,DOGE,128445,134999.999,15999.4444
ETH,Tidex,WUSD,266.316089,265.25,11.2004970
ETH,Tidex,WEUR,229.060021,238.364358,17.8315548
YBC,BTC38,CNY,39.2,39.4,2.70000000
YBC,BitTrex,BTC,0.00280001,0.00280001,0
YBC,Cryptsy,BTC,0.00150076,0.00150076,0
YBC,Yobit,BTC,0.54999973,0.54999974,1.99999999
XRP,Bitfinex,BTC,0.00005179,0.00005364,0.00000330
XRP,BTER,BTC,0.0000598,0.000063,0.00002680
XRP,TheRockTrading,BTC,0.00005377,0.00006133,0.00001046
XRP,Cryptsy,BTC,0.00001148,0.00001148,0
XRP,CCEDK,BTC,0.0564,0.0564,0
XRP,Kraken,BTC,0.00005175,0.00005343,0.00000305
XRP,BTC38,BTC,0.0000085,0.0000085,0
XRP,BitTrex,BTC,0.00005148,0.00005329,0.00000357
XRP,Bitstamp,BTC,0.00005151,0.0000535,0.00000315
XRP,HitBTC,BTC,0.00005167,0.0000535,0.00000346
XRP,Poloniex,BTC,0.00005161,0.00005337,0.00000324
XRP,Coinone,KRW,203,203,5
XRP,TheRockTrading,EUR,0.15174506,0.15082956,0.00593505
XRP,Kraken,EUR,0.151015,0.151984,0.00500000
XRP,Bitstamp,EUR,0.15103,0.15234,0.00545999
XRP,CCEDK,EUR,0.46787,0.46787,0
XRP,BTC38,CNY,1.1989,1.2,0.03499999
XRP,Jubi,CNY,1.206659,1.197991,0.03920099
XRP,BTER,CNY,1.213,1.203,0.05800000
XRP,BitTrex,ETH,0.00063006,0.00066916,0.00006515
XRP,BTCXIndia,INR,11.55,11.6,0.41000000
XRP,Kraken,CAD,0.22691,0.226,0.01090700
XRP,Kraken,JPY,20.1506,20.1672,0.92569999
XMR,LiveCoin,BTC,0.01471366,0.01450076,0.00087075
XMR,Kraken,BTC,0.015038,0.014313,0.00133999
XMR,Poloniex,BTC,0.01511,0.01427259,0.00143269
XMR,Cryptsy,BTC,0.00161393,0.00161393,0
XMR,BTER,BTC,0.01527247,0.01444998,0.00127413
XMR,BitSquare,BTC,0.01709293,0.01709293,0
XMR,BitTrex,BTC,0.0151,0.01430675,0.00114350
XMR,HitBTC,BTC,0.015046,0.01433,0.00118099
XMR,CryptoX,BTC,0.01507761,0.01491712,0.00043595
XMR,Cryptopia,BTC,0.01486395,0.0143913,0.00128329
XMR,Bitfinex,BTC,0.015154,0.01429,0.00120300
XMR,Kraken,USD,51.78116,48.20738,4.75139000
XMR,BitTrex,USD,51.5,48.422,4.55899993
XMR,HitBTC,USD,51.52,47.73,4.55000000
XMR,Bitfinex,USD,51.517,47.904,4.36099999
XMR,LiveCoin,USD,49.45566,45.65027,5.81567000
XMR,Poloniex,USD,51.5,47.8879848,4.34200000
XMR,Kraken,EUR,43.79999,40.4,3.96781999
XMR,BTER,CNY,338,317.01,35.9950000
XMR,BitTrex,ETH,0.18993195,0.17800049,0.01542953
XMR,HitBTC,ETH,0.181899,0.179219,0.02799999
XMR,Cryptopia,ETH,0.15742779,0.15742779,0
XMR,Cryptopia,USDT,50,46,5
XMR,Cryptopia,LTC,1.13333333,1.0002634,0.13306993
XMR,Cryptsy,LTC,0.22,0.22,0
XMR,Cryptopia,DOGE,24294.3110,23300.0000,2231.85663
XMR,Cryptopia,NZDT,71.8144452,63.0091447,8.80530052
BTCD,Cryptsy,BTC,0.001893,0.001893,0
BTCD,BitTrex,BTC,0.01307015,0.01416,0.00135955
BTCD,Bleutrade,BTC,0.0135331,0.01287612,0.00200483
BTCD,Poloniex,BTC,0.01320218,0.01402227,0.00119863
BTCD,Cryptopia,BTC,0.01344628,0.01400165,0.00055536
BTCD,BTER,BTC,0.0028,0.0028,0
BTCD,Novaexchange,BTC,0.01000037,0.01000037,0
BTCD,Cryptopia,XMR,9.99999999,9.99999999,0
BTCD,Poloniex,XMR,0.885,0.98055022,0.11657237
